rank,predicted_ZT,seed_ZT,ZT_improvement,tanimoto_similarity,seed_composition,Temperature,avg_Z,max_Z,min_Z,avg_atomic_mass,min_atomic_mass,std_atomic_mass,avg_X,max_X,min_X,s_block_fraction,p_block_fraction,d_block_fraction,f_block_fraction,electronegativity_variance,avg_valence_electrons,max_valence_electrons,min_valence_electrons,valence_range,valence_std,avg_ionization_energy,max_ionization_energy,min_ionization_energy,ionization_range,ionization_std,num_elements,mixing_entropy,max_fraction,min_fraction,fraction_std,electronegativity_diff,atomic_mass_diff,atomic_radius_diff,Z_diff,radius_std,metal_fraction,heavy_element_fraction,transition_metal_fraction,avg_atomic_radius,max_atomic_radius,min_atomic_radius,avg_molar_volume,molar_volume_std,avg_electron_affinity,max_electron_affinity,min_electron_affinity,std_electron_affinity,avg_mendeleev_number,mendeleev_std,valence_electron_concentration,avg_unfilled_orbitals,sp_electron_fraction,avg_density,std_density,avg_melting_point,std_melting_point,avg_boiling_point,std_boiling_point,avg_liquid_range,avg_brinell_hardness,std_brinell_hardness,avg_electrical_resistivity_elem,std_electrical_resistivity_elem,avg_bulk_modulus,std_bulk_modulus,avg_youngs_modulus,std_youngs_modulus,avg_rigidity_modulus,poissons_ratio_estimate,avg_sound_velocity,std_sound_velocity,avg_ionic_character,std_ionic_character,avg_oxidation_state,std_oxidation_state,max_oxidation_state_compound,min_oxidation_state_compound,avg_cohesive_energy,std_cohesive_energy,stoichiometry_L2_norm,chalcogen_fraction,pnictogen_fraction,post_transition_metal_fraction
1,1.5069964627262453,2.136864261613328,-0.6298677988870827,0.9910453901407088,Pb1Te0.85S0.15Na0.06,815.846846520386,70.0155237010653,81.01640241534302,9.866174887320494,166.9350863111975,16.964057018255335,71.79859821007665,2.2168758630215732,2.458325256544734,0.9410881291113479,0.04825152019344266,1.0000000000000002,0.0,0.1041407748725055,0.3608302533057471,13.283668180957246,15.683123101949821,1.0,15.823792041322871,5.6900372679927775,7.654624030527519,9.476715766729864,5.4419816440786315,5.5066353527712595,2.1970938796530106,4.047154622924933,0.8961640966499748,0.4832758814860417,0.01606954001128916,0.18047810741030765,1.6733852900027035,186.65770648208382,0.8248429074206992,73.38640839887766,0.323160703103132,0.551401746430269,0.8612871529176563,0.04040413709421452,1.6166485121879373,1.9289798108001874,1.0688574564892668,19.876427955585807,3.0922557761051497,1.1408846985886922,1.7974974726895903,0.4379240388799008,0.7208665733423114,88.59401336319316,10.050497952984953,4.74229928837304,14.358412683606991,0.5875738958151212,7890.073652139024,3260.861057463222,715.3768664815482,137.2272397725471,1358.5445512789222,626.0427301930794,856.9952440865915,0.363,14.969769249273092,166320557176671.34,531876219418306.06,46.0739322294397,22.086150939897234,21.8702184255495,11.887567852002029,5.087946698760138,0.4113230580147634,1297.0506982686102,584.8654058901294,0.06767091874837045,0.12053586874654267,2.1394817929839243,0.3893931867304364,6.018794486515485,-4.0,180.377587046944,11.430133974271804,0.6733642578175938,0.40349113312879953,0.0,0.442744145485124
2,1.4933856850245055,1.9819457019472484,-0.48856001692274287,0.9925771635007278,Pb1Te0.9S0.1Na0.06,815.7291839646454,66.55195051476561,82.43119928751729,7.081929054866124,150.6020107440631,25.51508686316371,71.74386339027278,2.2046179118894003,2.39107485145182,0.9709110004615511,0.0,0.9846005898400142,0.006521694771340964,0.0072449578408984115,0.4856663757201185,12.017858355636017,15.99836046337892,1.0,15.856047315413377,5.93687683009777,7.527416643626603,10.338822493251445,4.822629869674708,5.109835321475874,2.0896520318677427,4.042704815105804,1.012735364946261,0.4413168044181268,0.04310194858811861,0.24107591506373383,1.563090675800747,183.75884049172674,0.7974319514983388,66.1426076153251,0.29134539244845015,0.5879114120484804,0.8830718603161337,0.0,1.5574441875859384,1.8869216428059012,0.9755723300754712,18.960147107237116,0.010840890103390144,1.1505978940945976,2.1664401733452436,0.37393093875350947,0.8364103097763982,84.46895759584787,13.056180841895749,3.258842435749987,12.873238673677266,0.5901570705065764,8423.38315252353,3578.6561764110947,744.9796694055243,230.29636872691287,1269.22058242768,303.6543314417985,872.245327442184,125.8437656291639,111.8123849510924,136119674281889.05,478280399059207.0,51.50391234809555,33.97832414621357,4.9,15.135828793494058,1.3,0.382023704663264,3158.4564213377507,1099.0941011711727,0.08585548130711394,0.1169559699425362,2.9336004489157035,0.35552391665973404,6.116327693445778,-3.6995670268271557,156.07881952049522,41.992258852723914,0.6422079582390356,0.4706333137484041,0.0,0.510463431456378
3,1.4897380800617523,1.9390819681926423,-0.44934388813089,0.990711801041731,Pb1Te0.7S0.3Na0.06,745.5377271273237,56.06791350838414,91.99999999999999,14.588784077314163,144.69017166290024,19.705330180048346,73.47719251018472,2.39762042510317,2.4160055507100267,0.9923927578111801,0.03977898588865572,0.9622120860013134,0.0017783385419480055,0.06466793867514099,0.5713717718813947,11.702301467987727,16.41281230748692,1.0264005734375816,16.0,6.139734785911314,7.816395188046622,9.736298020056775,5.226296806403811,5.867250860173459,2.0854116556074067,3.4106534030151376,1.128811884224872,0.4644082999414792,0.024381356806826092,0.17248333039357314,1.9169794529837687,182.51127935521868,0.9594380729603517,74.25373958663721,0.38568313794931863,0.49158764791304504,0.843664425217334,0.0,1.6529876943222075,1.7969944749188782,0.8861080833881483,19.57467428491457,0.7572796968581106,1.1370659082013184,2.5695699586346574,0.23107082757977354,0.8080058201726804,83.86966414562212,11.469069865230358,4.807578829373709,13.30394339715638,0.6428898788336793,8137.921402938945,4014.7709326085337,739.8591337291216,4.0213270723296155,1647.3822675491588,459.93480555201285,956.5536607990203,0.363,0.0,453658935704569.6,770821531562259.4,44.979034189475826,20.058538718383534,13.319578805108364,4.235612521710853,9.807221262565603,0.39867558294037814,1872.0583508509214,631.2189538038106,0.06479965428785654,0.09341923604332301,2.5193219058332104,0.3832440405899055,6.089689599341362,-4.0,180.44512149078258,33.05869146387108,0.5625439079445395,0.4667627097012786,0.0,0.469651778000274
4,1.481407881003101,1.9931361404400525,-0.5117282594369514,0.994266803077057,Pb0.935Na0.02TeSr0.045,1012.2351753091185,63.71171610331261,81.80314553095847,11.79423901463031,159.99098262283312,21.06822152995011,67.67890580372577,2.080295493559956,2.316419515990361,1.0499625682587863,0.030729729057545466,1.0000000000000002,0.0,0.05371599456786741,0.40956090837341225,8.00678476175449,15.887236504190158,1.2921805347413104,14.911027669461069,6.585476208444703,6.241299827711658,9.037425831704676,4.95501424284222,3.612953803640536,1.868147392163543,4.104132024771713,0.9092110396877991,0.45933755702898277,0.02779293948529433,0.241286673284279,1.5151069826500294,187.10196301351888,0.6190171255130572,73.97777039518412,0.20934626433154108,0.4810335689090569,0.9491068202537175,0.0,1.6306250541748462,2.010804905962385,1.4198500759516477,20.438715342853108,3.9710294742300474,1.1367579772298146,1.8289660255162827,0.0856846310264352,0.815367388157494,80.13563914255445,15.969298303777927,3.6706268017491652,13.047835497515518,0.5215040274087195,8211.975199917653,3293.9516869195986,900.6290065277811,147.74815981503792,1551.6922437624123,377.3590151865186,886.92416825602,75.58012207259516,0.0,1.63e-08,71716258475885.62,42.02189250677998,16.23171744090846,12.335873679879446,12.615632437605456,20.490952728765393,0.4365906732357835,2230.321723722505,622.1043486375729,0.09413545241987056,0.10142918570879203,2.7110097137619085,0.2631823522029528,6.355220908608826,-4.0,199.9081984978416,0.0,0.6783701898690448,0.5380673021316511,0.0,0.40281671877048797
5,1.4616105917857038,2.0996817315441523,-0.6380711397584484,0.991916490873776,Pb0.9Na0.02Mg0.08Te1,854.9243951433867,61.7718666470062,88.78852503391911,14.993681945821573,166.3154309888109,10.816241576055416,80.4784591275921,2.06992693539896,2.3272673975364055,0.9651146847952291,0.0,0.9343750207084823,0.050004443976793045,0.10423178809914552,0.2971804854299422,8.781575657387235,16.593289155906863,1.0,15.383380731717146,6.587428531065846,6.875265395009423,9.690526981205215,5.240597219910064,5.036130664660174,1.546875912169128,3.9511230519108604,0.8306294243876907,0.4387699304167814,0.06597748567167111,0.24250576341713187,1.4342202428080428,197.48811747893237,0.3915212019058418,69.22893004733669,0.1802111076178601,0.5163649188974694,1.0000000000000002,0.0,1.5619842359703102,1.7033947521647859,1.3382594923515214,19.241852586902333,2.9954776909688348,1.1134670618053004,1.8131485735140256,-0.4149594232681651,0.8356017527738456,86.02563591392887,12.683453084840796,3.652952632133849,12.969121224640173,0.5597965920582725,7670.316894850871,3390.5529808104907,861.1521909253634,191.30381217997203,1153.4026397369112,334.7334825694759,822.1795202807442,114.93075400317984,98.11949170656047,41244851740336.484,0.0,36.89296006867113,9.861061145832087,22.727040791159784,0.0,1.3,0.3948322630363111,2244.2861907984898,897.2678145867336,0.0695871706076113,0.1007370256642968,2.4642774575239836,0.29726063523096175,6.013276582733471,-4.0,182.03646022993732,7.10306372273909,0.6406331903574496,0.5344289071149765,0.0,0.41216275527697677
6,1.4397782130776502,2.136864261613328,-0.6970860485356778,0.9919944662799607,Pb1Te0.85S0.15Na0.06,752.1840689215904,62.141058707070194,79.1991305968474,10.257923451911829,143.50948831211636,5.2180049263323784,76.00241865577037,2.31278764351785,2.581287348471415,0.9163646573376797,0.021387392580557864,0.9470295790029948,0.06335666185273063,0.06992834486745567,0.4802821565234738,12.899986255858968,16.469114103874567,1.1655402048720649,14.771858214278394,6.313104649897151,8.004580306307075,11.131707769068525,5.283681890177704,6.1066834396471545,1.7515128957217638,4.927029259763132,0.9888311878826146,0.5517837080724891,0.012032787660105869,0.21233243498417773,1.6318136335319442,187.2184455468966,0.8371387047461163,70.04892272837267,0.2983360797044407,0.5450038296622345,0.953835724847248,0.0,1.5569656119977227,1.883802020591576,1.0144500513028485,19.268915183512338,4.12275671939782,0.9604436490919203,1.9322602327840113,0.4154178855030502,0.7797576537017472,82.37150982207729,9.593675878828355,3.182066614539543,12.604919813025587,0.5744725316135951,8651.79575034304,3405.0378915255346,797.2021291131438,85.98309162158174,1698.0269862456416,423.87898152525906,832.1840984647843,235.5756838357431,0.0,212658062914456.88,518063239187650.25,58.87992521236946,15.031404014489793,37.86457560145243,24.64018893018386,10.393438508069302,0.4268254390620428,1877.513057779242,1600.0663008831207,0.03654044385332306,0.09836275476293427,2.8361360036190706,0.4461795380199744,5.863483732530967,-3.9807707364715097,202.77337980143494,44.82654723318815,0.6139923083341446,0.5090045354617313,0.052883412410903774,0.4677946256352337
7,1.4391550206042454,2.136864261613328,-0.6977092410090826,0.9906484447907039,Pb1Te0.85S0.15Na0.06,750.3891384938138,57.09710451387495,87.34499468277572,10.844985936210172,143.48206195005818,30.69697424468176,77.92669274717086,2.3818445210405135,2.393156871175823,0.8773302969610878,0.04727201746466015,1.0000000000000002,0.07749507818994666,0.04835081562321617,0.35158672094818877,11.25444816828465,16.232328617599876,1.0,16.0,6.497228411402353,8.549640108623159,9.781580948073858,4.9186373315337395,6.1321672738089115,1.890417236112912,4.32456217091063,0.8157149660961494,0.46664642478610324,0.023315612221648303,0.2130784924532934,1.6928829824636031,187.09751977799408,0.8333511231528116,72.16297926083212,0.30949271568049536,0.4919217587892121,0.9565546354553961,0.0,1.533094354312483,1.891658455353023,0.9641293757004786,20.28728890167157,0.8121292197128436,0.9620306605247906,2.010937157209857,0.2720613438856049,0.7912777300777576,83.61964604200769,14.428195630065323,3.751649233709045,13.133816369294497,0.5366898978016154,9310.214190595196,3968.497190595696,723.2608637274133,130.88452425612238,1618.7181433133946,246.03824366814354,1198.9111800591247,0.363,26.019486463175394,198769830673143.4,621762047681269.8,61.491919602372505,18.42674154438334,19.824980560879276,22.280364531819174,7.421005127467042,0.38167714240401707,626.5782890863396,951.9137461665466,0.08745285172775923,0.0928197298218953,2.9230800548054336,0.5395093666339563,5.328991481945483,-4.0,199.08337688085612,22.177284473249344,0.6431676204444318,0.4676466214379968,0.0013615288333963488,0.47621213542443247
8,1.4385275483912396,2.2496782392074315,-0.8111506908161918,0.9912142431869949,Pb0.88Na0.02TeSr0.1,903.8706093534672,61.685380355126625,77.7349526502465,13.205971128314518,153.45387745082385,28.956194441916523,62.843428732829004,2.088132154748741,2.241833574620393,0.9616718040917505,0.052803741501736626,0.8789156426882462,0.0,0.0,0.31618896698346766,7.954873919108935,16.19228819378885,1.0,15.678735100755627,6.847546194724712,7.160030806927606,9.401998634649203,5.2469800219785805,4.007744786073935,1.5967425809659068,3.727759884464167,0.901360596910533,0.5059441679250938,0.042050145841099985,0.18752867937624518,1.426903584192581,195.357718391999,0.5412549851741245,70.5731191852628,0.15235998632105402,0.5033190082722586,0.8655668805540485,0.0,1.6071182052634274,1.9469034238861354,1.385648201213269,20.747388804464318,3.3104577309907333,1.167128388260795,1.6312703710914402,0.03610793231506046,0.65880450980243,81.40392986447183,21.78771021056003,4.632362832990339,12.250293902591997,0.5440402083336838,8144.422558123129,3104.841471378978,790.2471398423967,213.08843849326493,1407.006629750535,395.7123084942259,727.3805533218365,162.67613208566567,112.44387105196337,1503697634469.872,32678703711892.6,41.97459604390923,0.0,9.132206334757493,17.529896095004894,25.26365786819937,0.38599689457156483,1436.260668236817,728.1124906536384,0.2084324291201691,0.12303373371092077,2.9184157238633346,0.3098351238177439,5.837900045632744,-4.0,186.48272829289346,21.692360500732434,0.6424804632713331,0.5044124133026954,0.0,0.4191182327786057
9,1.429093905369729,1.9292184175521248,-0.5001245121823958,0.9913007346246032,(Pb0.98Mg0.02)0.98Na0.02Te0.8Se0.2,861.3233696227956,54.24368956947881,82.44635769390801,9.487705135312591,155.75413550723871,18.275506504684994,66.711482254727,2.1579654536804758,2.6533884660770966,0.9005908391815693,0.043503354734145384,0.9844550329376947,0.060931204227404945,0.0,0.4206124471565404,9.691916892183489,16.26260964191611,1.0,15.03644548360135,6.847546194724712,7.716215320288335,9.464866915628246,5.045575217739499,4.541758420681589,1.572312429153454,5.651630419701449,1.0270393264927304,0.4959873834727978,0.04252924180406533,0.19773447015365347,1.5987183157772575,182.29865268366262,0.6804031146206625,70.11997615446923,0.20753561288291636,0.5421308115027573,0.9565895636572137,0.02919593934748171,1.6368239161423588,1.8570764521610228,1.0409115848510033,21.548532859366723,0.6794192980164603,0.9595188991158901,2.0023640116439774,-0.43241367776230655,0.886695681711058,88.3158071158934,13.517015315466967,3.2790217015499814,12.425688919615839,0.5638305639022717,7880.40855396635,3276.1699585654483,743.3236553872583,204.12842588269493,1707.310667129004,641.5409409342608,966.3744512476429,69.98091889685519,76.05880399980039,20550942909050.773,59082634533101.02,46.67845001600624,22.827059124994136,4.9,19.538168761861918,1.3,0.37791640121722186,1311.9651895312115,1869.145181908542,0.021993824360877778,0.06403188960784315,3.2626274719514754,0.3453539782006482,5.847072711785807,-3.8779758914076496,183.20735572215187,13.935260193831436,0.6394836714547516,0.4877371302287973,0.0,0.4839988669829532
10,1.4224891617601334,2.0996817315441523,-0.6771925697840189,0.9888150474986235,Pb0.9Na0.02Mg0.08Te1,829.1131654184804,67.67938380141375,83.68144463330466,9.366664259900631,146.08988358146235,2.013553212712,69.45630289393235,2.213229549391441,2.417008090973993,0.8196176750654204,0.061654907036805276,0.952674867963593,0.017602422443171385,0.0,0.2900041781684714,7.501814092433531,15.742044574053253,2.9482908638754184,14.650695556280512,6.847546194724712,7.252284227305846,9.102258645132244,4.9464933284637835,4.518762368376393,1.233514806370395,4.436048974442855,0.8696296063701946,0.4813519276139397,0.03241471318991931,0.22652329629129858,1.4823051150223057,199.77339054104732,0.2083914385613387,72.49754950740706,0.22053582852287126,0.44604335280378066,0.8461086200740735,0.0,1.5887934223813034,1.965003402578673,1.4095825120606753,20.3461521222155,0.6949657075648187,0.9104818406399888,1.8059821211201663,-0.5318210461077009,0.9122604345279391,85.4127640236856,9.484886209740107,4.778375406280563,11.996292212188257,0.5681805236789839,8120.287776801515,2993.2030344890604,1010.2029375036345,93.4920845514589,1769.2750707210348,300.3781981118814,933.1508778535547,167.5203708521203,142.8314991201602,67239995986698.96,72742212538988.47,68.00843282354175,10.3781469562911,37.65294369591756,39.93251459638449,13.918342699029825,0.4168388220986953,1765.3729107847068,539.1875978351147,0.0792440683219307,0.09470493110796416,2.962099128390416,0.43821742901759564,6.594449800638649,-4.0,187.61349294071061,23.151701464438034,0.655062945311173,0.558213079598294,0.0,0.5012784159138631
